title,description,category
Learning to be a teacher: from observation to acting,En este trabajo se desarrollan las dos ideas que a juicio personal son más importantes en la labor docente: la observación y la innovación.<br /><br />,Ciencia
Evaluation of the Environmental Education activities by rangers in Huesca province,"Los Agentes de Protección de la Naturaleza (APN) del Gobierno de Aragón realizan actividades de Educación Ambiental en el desarrollo de su actividad profesional.  La finalidad de este estudio es evaluar mediante encuestas previas y posteriores las intervenciones realizadas por los APN en 5 centros de Educación Primaria y Secundaria de la provincia de Huesca, centrándose en conocer la valoración de los alumnos, de sus profesores y  de los APN.  Para analizar los resultados se realizó una valoración cuantitativa y la aplicación de la prueba U de Mann Whitney para muestras apareadas. El alumnado mostró una elevada valoración previa del interés, importancia, protección medio ambiente (MA)  y voluntad de aprendizaje, sin diferencias significativas antes y después de la actividad. Existen diferencias en la temática de la actividad entre Primaria y Secundaria.  El profesorado consideró un elevado interés de sus alumnos por el MA, aunque las actividades no consiguieron aumentarlo significativamente. La valoración (vocabulario, temática, contenido y repetición) es muy positiva y dan prioridad a experiencias de manipulación de fauna y flora junto a realizar itinerarios en naturaleza.  Los APN declaran que su audiencia mostró una alta participación y en general valoran positivamente la actividad.<br />",Ciencia
Canine hyperadrenocorticism update,"En este trabajo “Actualización del hiperadrenocorticismo canino” se ha realizado una actualización bibliográfica de una de las endocrinopatías más frecuentes en perros, el hiperadrenocorticismo o síndrome de Cushing. Se trata de una patología multisistémica producida por un aumento crónico de la concentración de cortisol en sangre, cuyo origen puede ser endógeno, por un tumor funcional localizado en hipófisis o en las glándulas adrenales, o exógeno, debido a un tratamiento prolongado con glucocorticoides. <br />La enfermedad cursa con un gran abanico de signos clínicos, entre los que destacan la poliuria-polidipsia, polifagia, abdomen péndulo y diversas alteraciones dermatológicas. Para la confirmación diagnóstica, tras la exploración física, análisis hematológico, bioquímico y de orina, es necesario realizar pruebas hormonales que evalúen la funcionalidad del eje hipotálamo-hipófisis-adrenales. <br />El objetivo del tratamiento es reducir la concentración de cortisol sanguíneo y controlar la sintomatología clínica para mejorar la calidad de vida de estos pacientes. Para ello, existen diversas opciones de tratamiento, médico o quirúrgico, que deberán considerarse de forma individual en cada caso. <br />En España, el tratamiento médico con trilostano suele ser el más utilizado en los pacientes con hiperadrenocorticismo hipofisario y en muchos con hiperadrenocorticismo adrenal. Puesto que el metabolismo del fármaco varía según los animales, es necesario realizar un estrecho seguimiento para ajustar la dosis mínima utilizada, que permita controlar el cuadro clínico y mantener una concentración de cortisol sanguíneo dentro del intervalo de referencia para la especie. En este trabajo se ha incluido la forma mas novedosa de monitorización del tratamiento con trilostano, la medición del cortisol pre y post administración del fármaco, comparándola con la prueba de estimulación con ACTH, utilizada tradicionalmente. <br /><br />",Salud
The problems of equity in financing per person caused by Vasque Cupo and possible solutions,"En España existen dos modelos de financiación autonómica, el común y el foral. Debido a como se han definido, el cupo (en el caso de la Comunidad Autónoma  del País Vasco) y la aportación (en el caso de la Comunidad Foral de Navarra) en el Concierto y el Convenio Económico respectivamente, se generan más recursos económicos per cápita que en el resto de las Comunidades Autónomas. En este trabajo se analizará, en primer lugar, la correcta cuantificación del índice de imputación en el cálculo del cupo, y luego se barajan distintas alternativas para su correcta cuantificación. Como primer resultado, encontramos que este índice es superior a lo que refleja la realidad, por lo que el País Vasco sale perjudicado en este ámbito particular. Posteriormente incluimos también a los territorios forales en el sistema de redistribución solidaria regional, y concluimos que deberían aportar fondos extraordinarios (también algunas Comunidades participes del sistema de financiación común deberían ser aportantes netos), quizás a lo largo de un período largo de tiempo, para perseguir una homogenización de los recursos disponibles per cápita de todas las Comunidades Autónomas. In Spain we have two different financing models for the different regional levels of government depending on the legal characteristics of the contracts that each region has with the Estate. The two different model are the common and the foral one. The foral model belongs to four territories: Alava, Guipuzcoa and Vizcaya (Vasque Country region) and Navarre, these regions pay a quantity called Cupo (regulated in Concierto Económico) and Aportación (regulated in Convenio Económico) respectively. This model generates more financial resources per person than the common one that belongs to the rest of the regions. In this paper, we are going to analyze, first of all, the correct quantification of the index used to measure the payment that this foral territories have to pay to the central government, we will then propose different alternatives for its correct measurement.  As a first conclusion, we have found that this index is higher than the real one, so The Vasque Country is affected in this issue.  Later, we are going to include foral territories in the levelling system, in order to contribute in the regional solidarity redistribution, and we end that they should provide a bigger amount of money for this concept (but also other regions of the common system should provide bigger quantities). Perhaps this system could be implemented in a long period of time, in order to achieve a similar financing per person in the different regions.",Humanidades
Creando cultura de seguridad clínica en un servicio de urgencias: implantación de un sistema de notificación de incidentes y eventos adversos,"La asistencia sanitaria en urgencias es cada vez mas compleja tanto por las técnicas diagnosticas y terapéuticas, la necesidad de tomar decisiones rápidas, como por las relaciones interdisciplinares.  Es por ello que en los últimos años se  trabaja de forma exhaustiva en la seguridad clínica como dimensión de la calidad. A medida que aumenta la percepción de los profesionales de la salud de la problemática existente, se promueve la realización de nuevas líneas de mejora que ayuden a solventar los problemas detectados. En este sentido , es imprescindible seguir trabajando activamente para promocionar cultura de seguridad clínica en cualquier servicio hospitalario tanto a través de actividades de difusión y divulgación como mediante una buena formación de los profesionales en este ámbito. El objetivo principal que se busca a través de la realización de este trabajo de investigación es dar a conocer la importancia tanto de crear cultura de seguridad como de conocer los problemas de seguridad más frecuentes en cada proceso.",Salud
"Fibrinoólisis intravenosa en el ictus isquémico: efectividad, seguridad y factores pronósticos","Introducción: la fibrinólisis intravenosa es un tratamiento para la fase aguda del ictus que se aplica en Europa desde 2002. A lo largo de estos años los criterios de inclusión respecto a edad y tiempo de fibrinólisis desde inicio han ido variando conforme se han publicado nuevos estudios (fibrinólisis en ≥ de 80 y < de 80 entre 3 y 4.5 horas). Queremos evaluar los resultados de la fibrinólisis intravenosa en nuestro medio e identificar los factores pronósticos a los que se asocian.  Material y método: se recogieron de forma sistemática todos los pacientes fibrinolisados desde enero de 2005 hasta diciembre de 2011, resultando una muestra de 282 pacientes. Se identificaron como variables resultado la mortalidad, Rankin a los 3 meses y sangrado intracerebral sintomático (definido según SIST). Se recogieron datos de edad, tiempo desde inicio, tiempo puerta-aguja, sexo, Rankin al alta, factores de riesgo cardiovascular, tensión arterial y glucemia basal, diagnóstico topográfico y diagnóstico etiológico.  Resultados: tras realizar análisis de regresión logística multivariante, se identificaron como factores asociados al pronóstico la edad (p= 0,046), el tiempo hasta fibrinólisis (p= 0,016) y el NIH (p=0,000). Como factores asociados a la mortalidad, se identificaron la edad (p=0,013) y el NIH (p=0,000). Sólo la edad se asoció al riesgo de sangrado intracerebral (p=0,028). Discusión: la ampliación de criterios de inclusión para la fibrinólisis intravenosa en el ictus isquémico implica un incremento de la mortalidad comparativa en el grupo de ≥ de 80 años, por lo que, teniendo en cuenta los datos contradictorios de otras series, son necesarios más estudios controlados para comprobar la efectividad de la fibrinólisis intravenosa en este grupo de pacientes. El aumento del tiempo transcurrido hasta realizar la fibrinólisis se asocia a un peor resultado funcional, por lo que se debe insistir en su realización precoz.",Salud
Vivencias de los exalumnos de la escuela rural de Used sobre la Educación Física y las actividades físicas no formales en la etapa de Educación Primaria,"El objetivo de la investigación es conocer las experiencias de los exalumnos de la Escuela Rural de Used (Zaragoza) acerca del área de Educación Física y de las actividades físicas no formales que tuvieron lugar en la etapa de Educación Primaria. La población objeto de estudio seleccionada está compuesta por 14 sujetos, todos ellos ex-alumnos de este centro rural. Para poder llevar a cabo la investigación, se han utilizado dos instrumentos: las entrevistas en profundidad y el análisis de contenido, cuya información ha sido tratada mediante el software NVIVO10. El 84% de las vivencias están relacionadas con la Educación Física, mientras que las actividades físicas no formales representan un 16%. Los recuerdos más significativos para la muestra se relacionan con el contexto, los contenidos y con el aspecto lúdico desarrollado en el área de Educación Física en la etapa de Educación Primaria. Los resultados obtenidos resaltan la similitud entre la Educación Física experimentada en un centro rural a la impartida en un centro urbano, sin tener en cuenta el contexto ideal que se nos presenta.",Artes
Let´s put our drop of water,"El tema del presente trabajo de fin de grado es el agua potable y la sostenibilidad, este trabajo pretende abordar la crisis hídrica que se sufre en muchas zonas del mundo a causa de no tener acceso al agua potable, las dificultades que sufren esas poblaciones a causa de esa escases, el papel que tienen las mujeres en esas zonas desfavorecidas, haciendo también una breve referencia histórica a la evolución de las técnicas de filtrado y limpieza, así como también, a otros proyectos didácticos sobre el tema. Para ello he desarrollado un proyecto didáctico, propuesto para llevar a cabo en todos los cursos de Educación primaria, en el que los alumnos trabajaran los temas, antes mencionados, a través de actividades activas y que parten de casos reales, que forman parte de unidades didácticas creadas especialmente para cada curso, para finalmente exponer todas las actividades realizadas a lo largo de todas las sesiones en una feria de ciencias.",Ciencia
Bitcoin and Spanish Law,"El presente Trabajo de Fin de Grado hace un análisis del nuevo fenómeno del Bitcoin, ya que a pesar de su nacimiento en el año 2008, es todavía un gran desconocido para la sociedad en muchos aspectos. Este análisis no trata de profundizar en el controvertido mecanismo económico que conlleva el Bitcoin, sino explicar qué significa hoy en día este concepto y qué regulación existe al respecto principalmente en España. El objetivo principal es, dada la información contradictoria que existe acerca del Bitcoin y su escasa regulación, realizar una introducción a los aspectos fundamentales de este, así como a su tratamiento jurídico en España.",Humanidades
Bizancio y la Corona de Aragón: análisis de tres siglos de relaciones,"A pesar de lo alejado geográfica y culturalmente que puedan parecer el uno del otro, la Corona de Aragón y el Imperio Romano de Oriente o Imperio Bizantino establecieron una prolongada relación de colaboración en el plano tanto político como, en menor medida, en el económico. El presente trabajo analiza el carácter y la intensidad de estos contactos entre ambos estados durante el período que abarca desde el nacimiento de la propia Corona de Aragón hasta la Caída de Constantinopla, a la vez que desglosa la traducción práctica que tuvieron los mismos y compara las diferentes actitudes que tuvieron los distintos ramales de la monarquía aragonesa y sus súbditos respecto a Bizancio, prestando especial atención a la expedición de los almogávares a tierras bizantinas y su posterior establecimiento en los ducados de Atenas y Neopatria. Se incluyen por último unos anexos con los que se pretende facilitar la comprensión de los vínculos de parentesco entre las Casas de Aragón y Constantinopla, la situación geopolítica del Mediterráneo en los momentos álgidos de sus relaciones y el legado dejado en Grecia por el paso de catalanes y aragoneses.",Ciencia
Gender equality in Natural Sciences' study and gamification,"Como trabajar la igualdad de género en las ciencias a través de las transposiciones didácticas, con un ejemplo de un texto de Marie Curie. La gamificación como recurso educativo actual.",Ciencia
Factores predictores de disfunción hepática en pacientes hospitalizados con nutrición parenteral total,"Introducción: La nutrición parenteral total (NPT) es una modalidad de soporte nutricional indicada en aquellas situaciones donde el enfermo no puede cubrir sus requerimientos nutricionales por vía enteral. A pesar de ser una técnica segura y eficaz no está exenta de complicaciones entre las que cabe destacar, por su frecuencia, la disfunción hepática y la hipertrigliceridemia. La etiología de ambas complicaciones metabólicas es compleja y multifactorial. Objetivos: Los principales objetivos de este trabajo fueron determinar los factores de riesgo asociados al desarrollo de disfunción hepática e hipertrigliceridemia en pacientes adultos hospitalizados no críticos que reciben NPT a corto plazo y evaluar el efecto que una emulsión lipídica enriquecida en ácidos grasos poliinsaturados (PUFA) omega-3 ejerce sobre ambas complicaciones metabólicas. Como objetivos secundarios se propuso analizar si la presencia de hipertrigliceridemia puede ser considerada un factor intermedio en la cadena causal de la disfunción hepática. Población y métodos: Estudio observacional retrospectivo de cohortes donde se ha incluido a pacientes hospitalizados adultos no críticos que precisaron NPT y que presentaron tanto función hepática normal como alterada al inicio de la infusión parenteral. Se definió colestasis como un valor de GGT y/o FA ¿ 3 veces el límite superior de la normalidad y progresión enzimática como un incremento ¿ 3 en las cifras de GGT y/o FA entre el inicio y el final de la infusión de la NPT. Se consideró la presencia de hipertrigliceridemia cuando los niveles plasmáticos de triglicéridos fueron superiores a 200 mg/dl. Las emulsiones lipídicas empleadas fueron una mezcla al 50% de LCT/MCT o una combinación al 40%LCT/50%MCT/10%W3. Se recogieron variables clínicas, nutricionales y bioquímicas. Las determinaciones analíticas se realizaron antes del comienzo de la NPT y semanalmente hasta su retirada. Los factores predictores de disfunción hepática e hipertrigliceridemia fueron identificados mediante modelos de regresión logística multivariante. Resultados: Se incluyeron 101 pacientes de los cuales el 60,5% desarrollaron colestasis, el 67,7% progresión enzimática y el 33% hipertrigliceridemia. En el análisis multivariante los factores de riesgo independientes asociados a la presencia de colestasis fueron los niveles de albumina y de HbA1c, la presencia de colestasis antes del inicio de la NPT y el aporte lipídico parenteral mayor a 0,9 gr/Kg/día. Los factores predictores que alcanzaron significación estadística para el desarrollo de hipertrigliceridemia fueron los niveles iniciales de triglicéridos, el índice de masas corporal (IMC) y un aporte parenteral de glucosa superior a 3,1 gr/Kg/día. La infusión de una emulsión lipídica enriquecida con PUFA omega-3 se asoció con un descenso no significativo del riesgo de aparición de progresión enzimática e hipertrigliceridemia. El incremento en los valores de triglicéridos fue un predictor significativo del desarrollo de progresión enzimática. Un análisis de sensibilidad con exclusión de pacientes con disfunción hepática inicial no alteró los resultados obtenidos. Conclusión: La presencia de inflamación sistémica y un aporte lipídico en exceso juegan un papel fundamental en el desarrollo de la disfunción hepática observada en los pacientes adultos no críticos que reciben NPT. La administración de una emulsión lipídica enriquecida en PUFA omega-3 y un control estricto de los niveles de triglicéridos son dos estrategias que puede ejercer un efecto protector sobre la aparición de disfunción hepática e hipertrigliceridemia.",Salud
Modeling and simulation of multi-cellular systems using hybrid FEM/Agent-based approaches,<br />,Ingenieria
Influence of pulsed electric field treatments on polyphenols level in the red wine elaboration at different maceration temperatures.,"La evolución actual del mercado enológico mundial está dirigida principalmente a la obtención de vinos tintos de color intenso y de alta concentración fenólica. La tecnología de Pulsos Eléctricos de Alto Voltaje (PEAV) consiste en la aplicación intermitente de campos eléctricos de alta intensidad y corta duración sobre un alimento, que producen un fenómeno denominado electroporación, consistente en la formación de poros en las membranas celulares. Se ha demostrado que la electroporación favorece la transferencia de compuestos del interior de la célula al medio externo. 	El objetivo general de este Trabajo Fin de Grado fue el estudio del potencial de los PEAV en la mejora de la extracción de los compuestos fenólicos a partir de los hollejos de la uva durante el proceso de maceración-fermentación del vino tinto a diferentes temperaturas. Para la consecución de este objetivo se desarrollaron dos procesos básicos de elaboración de vino tinto joven a escala planta piloto, con diferentes temperaturas de fermentación-maceración (25ºC y 18ºC), produciendo vino a partir de uvas tratadas por PEAV y uvas no tratadas y con distintos tiempos de maceración (maceración estándar y maceración corta) para cada temperatura. 	Según los resultados obtenidos, la aplicación de tratamientos de PEAV a las uvas antes del comienzo del proceso de vinificación facilita la extracción de los compuestos fenólicos durante la fase de maceración-fermentación. Los resultados demuestran que sería posible reducir el tiempo de maceración del vino tinto en 6 y 5 días cuando la maceración se realizó a 25 y 18ºC respectivamente, ya que el vino obtenido de uvas tratadas por PEAV y maceraciones cortas presentó valores de IPT e IC similares al vino obtenido de uvas no tratadas y maceraciones tradicionales.  	Tras un almacenamiento de tres meses en botella, no se observaron diferencias en los parámetros fisicoquímicos de todos los vinos, se mantuvieron las diferencias a nivel cromático y se observaron mayores concentraciones de antocianos en el vino tratado respecto al vino control. Finalmente, se realizó un test de aceptación hedónica en el que se compararon vinos tratados por PEAV y control, macerados a 25 y 18ºC y los resultados de dicho test indicaron que los tratamientos de PEAV no solo no confieren características organolépticas negativas al vino, sino que además es positivamente valorado frente a los vinos elaborados de manera tradicional.",Ciencia
"""To teach is to learn twice over"" J. Joubert. My time in the Master and my innovation in the classroom","El Trabajo de Fin de Máster de modalidad A pretende que los alumnos hagan una reflexión general de su paso por el Máster, poniendo en valor los aprendizajes que han recibido. Bajo esta modalidad se enmarca el trabajo que presento a continuación y que pretende servirme como memoria de mi paso por el Máster en la especialidad de Física y Química, recogiendo los aprendizajes teóricos y prácticos que he desarrollado a lo largo de estos meses.<br />Para cumplir este objetivo reflexionaré sobre los conocimientos y experiencias que he experimentado en este periodo y analizaré, justificando su selección, dos proyectos didácticos que he diseñado e implementado en el aula, aportando las conclusiones que extraigo de los mismos y destacando lo que han supuesto para la construcción de mi modelo docente. <br />Para finalizar este memorando personal expondré las conclusiones a las que llego al finalizar mi paso por el Máster, destacando lo que esta formación supone para los futuros docentes y por consiguiente para todo el sistema educativo, y mostraré cuáles son ahora mis expectativas profesionales.<br /><br />",Ciencia
The Way of Teaching,"En este Trabajo de Fin de Máster explico el cómo este máster cursado en este año me ha ayudado, no solo a adquirir unas competencias para comenzar mi camino como docente, sino que me ha hecho ver que este es un camino en el que nunca debemos darnos por satisfechos y debemos buscar siempre la mejora constante y año tras año. Para ello se describen las actividades que más me han ayudado a alcanzar los objetivos del máster que me capacitan para comenzar a ejercer la docencia y cómo se relacionan entre ellos y con las competencias necesarias para esta tarea,  las conclusiones que del máster en general y de lo analizado durante el trabajo a través de una reflexión crítica de las actividades seleccionadas para demostrarlo y por último unas propuestas de futuro para continuar mi formación tanto en áreas técnicas propias de la materia que considero que no domino completamente como en otras que creo que son necesarias para mejorar mis aptitudes como docente.",Ciencia
"Enhanced recovery after surgery protocols in urological cancer, results according to nutritional status","1.RESUMEN 1.1 RESUMEN EN CASTELLANO INTRODUCCIÓN: La rehabilitación multimodal (RHMM) o Fast-Track (FT) son un conjunto de modalidades perioperatorias encaminadas a acelerar la recuperación de los pacientes sometidos a cirugía sin incrementar la morbilidad de los cuidados peroperatorios tradicionales. Entre estas medidas se encuentra la valoración del estado nutricional previo a la cirugía y los cuidados nutricionales. El objetivo del trabajo fué describir los resultados del protocolo Fast Track aplicado a cirugía de cáncer urológico y evaluar cómo influye el estado nutricional y la condición previa de diabetes en los resultados del protocolo. MATERIAL Y MÉTODOS: Estudio retrospectivo de 64 pacientes operados de cáncer urológico en el Hospital Universitario Miguel Servet de Zaragoza entre 2012-2016 sometidos a un protocolo Fast Track. Se recogieron datos sobre las características de los pacientes (edad, sexo, condición de diabetes), parámetros indicadores del estado nutricional (bioimpedancia y analítica) y datos acerca de la morbilidad perioperatoria (infecciones, íleo, necesidad de transfusión, reintervención y reingreso) RESULTADOS: Los pacientes a estudio tuvieron menor morbilidad perioperatoria que con los protocolos clásicos (49,2,% frente al 65-70%). Los pacientes con bajo peso y sobrepeso-obesidad presentaron mayor morbilidad perioperatoria que los normopeso (p=0,014). Los pacientes que presentaron morbilidad perioperatoria tenían niveles de albúmina y proteínas totales significativamente más bajos que aquellos que no presentaron morbilidad (p=0,02 y p=0,03 respectivamente). El 70,3% de los diabéticos presentó algún tipo de complicación perioperatoria, frente a un 38,4% de los no diabéticos (p=0,008). Los pacientes suplementados en el preoperatorio con inmunonutrientes tuvieron significativamente menor morbilidad que los suplementados con una fórmula estándar o específica (p= 0,03). CONCLUSIONES: La aplicación del protocolo Fast Track en cirugía de cáncer urológico obtiene resultados favorables respecto a los protocolos clásicos. En relación al estado nutricional, el IMC y la condición de diabetes parecen ser factores predictores independientes de morbilidad perioperatoria así como los niveles bajos de albúmina y proteínas totales en el preoperatorio. PALABRAS CLAVE: Nutrición, Diabetes Mellitus, Cáncer de vejiga, Fast Track, Cistectomía.",Salud
Problemas de la visión binocular en las aulas de Educación Infantil,"El sistema visual es uno de los sentidos más importantes que tenemos, ya que nos permite una interacción continua con el mundo que nos rodea. De pequeños, al igual que aprendemos a hablar y andar, debemos aprender a mirar y a ver. Poco a poco el cerebro irá configurando nuestro esquema visual para el procesado de las imágenes.  Los primeros años de vida son fundamentales ya que se termina de desarrollar el sistema visual. Por ello, los docentes de Educación Infantil tendremos que estar atentos a cualquier señal que nos indique que este desarrollo se ve afectado en nuestros alumnos. En muchas ocasiones, vemos como bajan sus rendimientos escolares y buscamos causas que lo justifique. Entre éstas tenemos los problemas visuales como el “ojo vago” o las forias que pueden afectar a la visión estereoscópica. Por ello, crearemos un programa para detectar las principales alteraciones de la visión binocular y un plan de ejercicios que pueda disminuir este déficit con terapia visual.",Ciencia
Proposal of a manual for a digitization project of parochial archives: experience with the Parish Archive “Nuestra Señora de los Ángeles” of Pedrola (Zaragoza-Spain),"El objetivo de este trabajo es proponer un manual para la digitalización de fondos documentales parroquiales, basado en la experiencia personal de trabajo en el Archivo Parroquial de Nuestra Señora de los Ángeles de Pedrola (Zaragoza-España). Se incluye la propuesta de la elaboración de un proyecto de digitalización desde sus inicios, en base al creado por la Escuela Taller Ribera Alta del Ebro II en su Módulo de Digitalización de patrimonio. Posteriormente se elabora una guía de todos los procesos a seguir en un proyecto de digitalización, tal y como se ha constatado desde la experiencia propia.",Ciencia
Importancia de rotavirus tipo A en conejo de cebo: estudio comparativo entre animales con procesos entéricos y animales sanos.,"Las enfermedades entéricas causan graves pérdidas económicas en cunicultura debido a la mortalidad, disminución del crecimiento y empeoramiento del índice de conversión. El objetivo de este estudio fue valorar la importancia de rotavirus tipo A dentro del diagnóstico diferencial de diarreas en conejos de cebo y su posible relación con otros agentes. Para ello, se analizaron 90 casos de conejos de cebo (entre 35 y 55 días de vida) con sintomatología digestiva y 40 casos sin aparente sintomatología digestiva. Se realizó el cultivo microbiológico de las muestras; se detectó rotavirus tipo A y gen eae de Escherichia coli mediante PCR a tiempo real (qPCR). Eimeria spp. fue detectada mediante análisis coprológico y se valoró la presencia de Clostridium spiroforme y perfringens mediante tinción de Gram a partir de improntas de digestivo. El 57,8% de los casos de animales enfermos fueron positivos a rotavirus frente al 25% de los animales sanos (p<0,01). La presencia de un sólo agente estudiado no superó el 2,2% de los casos enfermos, evidenciando el carácter multifactorial de los procesos entéricos. La presencia de rotavirus tipo A en animales enfermos conllevó un aumento significativo de la proporción de otros agentes etiológicos (Eimeria spp. y Escherichia coli enteropatógeno). En conclusión, rotavirus tipo A es un agente implicado en los procesos entéricos de los conejos de cebo siendo necesario incluir su análisis en el diagnóstico diferencial.",Ciencia
Perceptions and attitudes of consumers towards a product innovation in the sheep sector: the new lamb cuts.,"Ante los distintos problemas a los que se ha enfrentado el sector del ovino en los últimos años, entre los que destaca la bajada del consumo, se han producido distintas reacciones como la innovación de producto con la utilización de nuevas herramientas de comunicación.  Surge así la campaña de “los nuevos cortes”, promovida a nivel nacional desde la Interprofesional del Ovino y Caprino de Carne, y en Aragón, desde el Consejo Regulador del Ternasco de Aragón y una de las principales cooperativas. Se busca crear una nueva imagen de la carne de Ternasco, haciéndola más cotidiana, versátil y fácil de preparar, mediante la creación y divulgación de nuevas presentaciones y la formación de minoristas. El objetivo de este trabajo es la evaluación de las percepciones y actitudes de consumidores ante los nuevos cortes de ovino y ante la campaña de promoción de los mismos. Se realizaron 401 encuestas destinadas a consumidores y dos Focus Group con 16 participantes.  A través de ambas técnicas se observa un elevado grado de desconocimiento de los nuevos cortes entre los consumidores. El grado de aceptación es diferente en función del corte. La intención de compra está relacionada con actitudes distintas que manifiestan los consumidores para cada corte, aunque en general todos resultan atractivos y apetecibles.  Los motivos de compra están relacionados con la sencillez y rapidez de preparación, así como con ser apetecibles, objetivos importantes para su lanzamiento al mercado. Sin embargo, existe todavía una gran preferencia por los cortes tradicionales entre los no compradores. En cuanto a las herramientas de comunicación, no han llegado a la mayoría de los consumidores y se consideran más importantes las utilizadas en el punto venta. No obstante, la edad y el nivel de estudios estarían relacionados con la preferencia por unas u otras.",Ciencia
Theoretical and urbanistic approaches of the Guarani reductions (XVII-XVIII centuries).,"En este trabajo se estudian los planteamientos urbanísticos que la orden religiosa de la Compañía de Jesús puso en práctica entre los siglos XVII y XVIII en un conjunto de treinta reducciones —poblados en la selva destinados a los indios guaraníes— fundadas en la provincia conocida como Paraguaria, en el Virreinato del Perú.  Estas reducciones jesuíticas tenían un carácter evangelizador, al tiempo que protegían a los indígenas de los abusos de los encomenderos españoles y de los ataques de los bandeirantes portugueses.  El centro del núcleo urbano era una gran plaza, casi cuadrada, presidida en uno de sus frentes por el conjunto edilicio formado por la iglesia, el colegio y el cementerio; en los tres lados restantes se disponían los edificios de carácter social (cabildo, hospital, huerta, cárcel…) y, tras ellos, las viviendas de los indígenas agrupadas en cuadras. Todo el poblado estaba rodeado por una cerca de escasa altura.<br />",Artes
Design of a drip irrigation system for a pistachio tree plantation in a 7.39 ha plot in Valmuel (Teruel),"El presente proyecto consiste en una plantación de pistacheros en una parcela de 7,39 ha en la localidad de Valmuel (Teruel), así como su transformación de riego por gravedad al sistema de riego por goteo. Para ello se ha estudiado la climatología de la zona, las características edáficas y del agua de riego empleada. Además, se han desarrollado las pautas para el correcto manejo de la plantación. Tras la realización del estudio agronómico, se ha diseñado la instalación de riego por goteo de alta frecuencia. También se han realizado los planos necesarios, el pliego de condiciones y el estudio de seguridad y salud de la obra. Para finalizar, se ha realizado un presupuesto con el correspondiente estudio de viabilidad económica.",Ciencia
La visibilidad de la Universidad de Zaragoza en el Servicio de Información y Noticias Científicas SINC (2011-2012),"El trabajo muestra la visibilidad de la investigación científica llevada a cabo por la Universidad de Zaragoza a través del Servicio de Información de Noticias Científicas SINC, durante los años 2011 y 2012. Para ello se han recopilado, descrito y analizado todos los documentos textuales, relativos a la UZ y publicados en SINC durante los citados años. Se han identificado los autores, las fuentes, las materias, las entidades, las personas y los géneros periodísticos utilizados y se ha elaborado un ranking de Universidades a partir de los resultados obtenidos en SINC. Como conclusión se propone un modelo para seguir investigando en qué medida divulga la ciencia cada una de las instituciones que difunden sus resultados científicos mediante este Servicio de Información y Noticias Científicas y se recomienda darlo a conocer a todo el personal universitario.",Ciencia
